created_at,user_location,tweet_geo,tweet_country,place_type,is_retweet,keywords_matched,Deidentified_text
2024-10-09T01:00:37.000Z,"Pennsylvania, USA",,,,False,homeless,A local hotel in [ORGANIZATION] has a bus outside of it with decals and the words: veterans against [ORGANIZATION]. If anyone could support the troops any more than President [ORGANIZATION]….I cannot think of one. I just heard a study [ORGANIZATION] that shows a large increase in homeless veterans under [PERSON]!
2024-10-07T09:49:52.000Z,space,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-06T16:41:14.000Z,,,,,False,homeless,"[USER] [USER] Deport them ALL [USER] is this what [ORGANIZATION] is paying for?  I think not! Homeless in [ORGANIZATION], [PERSON]…..drug addicted brothers and sisters? Is this what we are paying for?"
2024-10-05T14:50:36.000Z,Tennessee,,,,False,"homeless, homelessness",Homelessness In [LOCATION] - Part 1 ([URL]
2024-10-05T08:32:22.000Z,"Scranton, PA",,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-04T21:03:36.000Z,"District of Columbia, USA",,,,False,homeless,[USER] PERSON0 is [PERSON] and came to [ORGANIZATION] and homeless to help PERSON2 and the [USER] win the Election. I want all the seat in [ORGANIZATION] to go [ORGANIZATION]. investigate me I used to live [ADDRESS] ny ny [DATE] and I am King. I u to campaihard [USER]
2024-10-04T20:58:56.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] I am homeless in [ORGANIZATION]. I am here tweeting for [PERSON] I need your help. I want pen to go blue [ORGANIZATION] . why they don't have you thought the state. We need you. All my GOD you are a star.  [USER] [USER] [USER] [USER]
2024-10-04T20:49:12.000Z,"District of Columbia, USA",,,,False,homeless,[USER] My name is [ORGANIZATION] and I am king of the [ORGANIZATION]. Can you investigate me. I am homeless in [PERSON] and I tweeting for PERSON1
2024-10-03T07:12:57.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-02T07:56:14.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T15:38:09.000Z,,,,,True,,RT [USER]: The [ORGANIZATION] do back the slumlords! I can attest to that! Called code office for help ended up in a roach infested hotel where…
2024-10-01T15:17:42.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T14:10:40.000Z,AVAX,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T14:00:22.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T13:51:29.000Z,United States,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T13:44:44.000Z,Crypto land,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T10:12:26.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T09:44:15.000Z,Crypto,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T09:19:50.000Z,,,,,True,,"[ORGANIZATION]: It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one…"
2024-10-01T08:32:02.000Z,"Scranton, PA",,,,False,homeless,"It’s DATE0 again,[ORGANIZATION]'s charity [STREET].

This will be my third DATE1 doing this. I’ve always supported one local charity but last DATE1 I split between two as we raised so much

The first one was a homeless-specific charity and the second is a family support charity. [URL]"
2024-09-25T14:33:03.000Z,,,,,True,,RT [USER]: The [ORGANIZATION] do back the slumlords! I can attest to that! Called code office for help ended up in a roach infested hotel where…
2024-09-25T14:00:50.000Z,,,,,False,homeless,"The states do back the slumlords! I can attest to that! Called code office for help ended up in a roach infested hotel where they house the homeless! I'll never rely on [PERSON] 

[URL] [URL]"
2024-09-25T02:49:14.000Z,"Moscow, PA",,,,False,beggar,[USER] I’m from [ORGANIZATION] and most people were disgusted with your visit at taxpayer expense. You’re a joke and a con artist. [ORGANIZATION] puppet president always saying “please give me more money”. Disgrace to humanity
2024-09-24T20:03:46.000Z,,,,,False,,"They did this in [PERSON] threw all of their belongings away and bulldozed their encampment down by the river where [ORGANIZATION] goes anyway! 
[URL]"
2024-09-24T16:30:24.000Z,PA,,,,False,beggar,"While [ORGANIZATION]  is having a fun time in [ORGANIZATION] with the international beggar, on the taxpayer dime, we are having trouble just affording gas to get to work......  Great photo op you asshat.  PLEASE fellow Pennsylvanians, [ORGANIZATION] FOR [USER]"
2024-09-23T21:56:34.000Z,,,,,False,homeless,How dose killing innocent people benefit the people of [ORGANIZATION] fixing roads making sure basic services are working making sure the state is functioning effectively making sure people of [ORGANIZATION] are[LOCATION] homeless make sure the people of [ORGANIZATION] have access to all the services [URL]
2024-09-21T22:18:13.000Z,Wilkes-Barre/Scranton PA,,,,False,beggar,[USER] Just what [ORGANIZATION] needs...another beggar.
2024-09-21T00:17:41.000Z,"Oceanside, CA",,,,False,"homeless, homelessness","Homelessness concerns continue in [ORGANIZATION], [PERSON] [URL] via [USER]"
2024-09-18T00:15:26.000Z,"Oceanside, CA",,,,False,"homeless, homelessness","Homelessness In [LOCATION], PA - Part 1 [URL] via [USER]"
2024-09-17T13:15:00.000Z,"Harrisburg, PA",,,,False,affordable housing,"[ORGANIZATION] will become home to innovative, green affordable housing developments
[PERSON]"
2024-09-14T11:42:22.000Z,"Florida, USA",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-13T17:05:44.000Z,"Newport Beach, CA",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-13T12:07:05.000Z,"Pennsylvania, USA",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-13T03:04:53.000Z,"Adairville, KY",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-13T01:33:15.000Z,"Parkersburg, WV",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T23:38:04.000Z, USA,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T13:51:20.000Z,Atlantic Beach ,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T13:46:41.000Z,"Blue Mountain Beach, Florida ",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T13:39:05.000Z,,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T13:37:59.000Z,,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T12:41:44.000Z,,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T12:35:08.000Z,"New Cumberland, WV",,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T12:30:28.000Z,,,,,True,homeless,[ORGANIZATION]: …I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church…
2024-09-12T12:16:55.000Z,"Virginia Beach, VA",,,,False,homeless,…I was just in [ORGANIZATION] and we saw homeless vets sleeping on the streets. The sheriff called the pastor at the church where I was Can you help? My friend did. When a nation’s citizens are denied care to foist political power through mass immigration then we need better policy.
2024-09-10T15:49:48.000Z,"Pennsylvania, USA",,,,True,,"RT [USER]: BIG NEWS: A coalition of around 20 local companies, farms, [ORGANIZATION]; housing advocates receives a $23 million dolla…"
2024-09-10T15:47:52.000Z,Pennsylvania,,,,False,affordable housing,"BIG NEWS: A coalition of around 20 local companies, farms, [ORGANIZATION]; housing advocates receives a $23 million dollar federal grant to build innovative, affordable housing in [ORGANIZATION], [PERSON].

#ActOnClimate 

[URL]"
2024-09-10T11:27:44.000Z,United States,,,,False,homeless,"PERSON0 Instead of peacocking on social media for your next job, how about you concentrate  on the gaggles of homeless people in [ORGANIZATION]?"
2024-09-06T10:40:28.000Z,"Harrisburg, Pa",,,,False,affordable housing,"[ORGANIZATION]: Green, [ORGANIZATION] To Bring Old Lots New Life  [URL]"
2024-09-03T20:33:03.000Z,Everywhere ,,,,False,homeless,[USER] Poor [ORGANIZATION] has been an awful filthy town since [ORGANIZATION] so all the sudden you’re gonna raise it from the homeless death that it is?  No you’re talking gibberish
2024-08-23T04:43:02.000Z,SPREADING LOVE!!!!,"Scranton, PA",United States,city,False,homeless,"[USER] I got 3 new medical problems after being forced to get 2 covid [ORGANIZATION]; 2 boosters. I literally ended up homeless during a pandemic! My [PERSON] no longer works. Caused weight gain, now I'm on medication for diabetes. Severe Eczema DATE0 now."
2024-08-22T18:58:42.000Z,,,,,False,homeless,[USER] Isn't [ORGANIZATION] homeless?  Have fun finding him PERSON1!! Once the [ORGANIZATION] lawsuit is dismissed and [ORGANIZATION] wins her lawsuit you will be laying on the kitchen floor pissing yourself trying to text the [ORGANIZATION] girl in between slugs of liquor!!!
2024-08-10T08:19:11.000Z,,,,,False,homeless,"[USER] [USER] [USER] Theres 200,000 [ORGANIZATION] homeless.  

There are 70,000 people in [PERSON].  

You want [ORGANIZATION] to build the equivalent of three GPE1s sprinkled among existing [ORGANIZATION] towns, cities and neighborhoods. 

I don't think you completely understand what an enormous task that is."
2024-08-01T22:53:13.000Z,"Greenville, NC",,,,False,homeless,[USER] [USER] Thanks for the follow. I have family in [ORGANIZATION] and [PERSON]. My wife’s cousin is a Pastor at [ORGANIZATION] and my brother in law is a pastor in [PERSON]. He also runs the homeless mission there. If you are looking for a church feel free to reach out.
2024-07-27T10:17:14.000Z,,,,,False,homeless,"[USER] Pay attention to this, it’s happening [ORGANIZATION], [PERSON], [ORGANIZATION]-all [ORGANIZATION]-all of a sudden hundreds of homeless being “processed”. They are being registered to vote and probably cast a ballot, they are not all illegals.  Look at GPE3 near PERSON0 hometown of [PERSON]."
2024-07-26T19:50:37.000Z,,"Scranton, PA",United States,city,False,homeless,[USER] I don't really follow this s*** too much but I saw this headline [ORGANIZATION] homeless people so where are they supposed to go? what are they supposed to live? Does this guy have any idea how dumb he sounds now is he going to provide homes in a roof over these homeless?
2024-07-25T04:09:51.000Z,,,,,True,homeless,"[ORGANIZATION]: Are you kidding me?  This is a PERSON1 issue?

What about homeless?  What about inflation?  What about crime in [ORGANIZATION] and…"
2024-07-24T22:07:58.000Z,,,,,False,homeless,"Are you kidding me?  This is a [ORGANIZATION] issue?

What about homeless?  What about inflation?  What about crime in [ORGANIZATION] and [PERSON] and GPE2?

Seriously?  [ORGANIZATION] and tampons? [URL]"
